Time,T,sensor,depth,flags
1972-12-12T12:24:37.000Z,259.27895,TG22B,234,0
1972-12-12T12:30:54.000Z,259.59998,TC23,67,0
1972-12-12T12:30:54.000Z,262.39996,TC22,15,0
1972-12-12T12:31:51.000Z,259.23998,TG22B,234,0
1972-12-12T12:31:51.000Z,258.95998,TG22A,186,0
1972-12-12T12:38:08.000Z,262.89996,TC22,15,0
1972-12-12T12:38:08.000Z,260.29999,TC23,67,0
1972-12-12T12:39:05.000Z,259.18098,TG22B,234,0
1972-12-12T12:39:05.000Z,258.89898,TG22A,186,0
1972-12-12T12:45:22.000Z,262.19995,TC22,15,0
1972-12-12T12:45:22.000Z,258.89996,TC23,67,0
1972-12-12T12:46:20.000Z,258.8575,TG22A,186,0
1972-12-12T12:46:20.000Z,259.1425,TG22B,234,0
1972-12-12T12:52:37.000Z,259.09998,TC23,67,0
1972-12-12T12:52:37.000Z,262.59998,TC22,15,0
1972-12-12T12:53:34.000Z,258.81696,TG22A,186,0
1972-12-12T12:53:34.000Z,259.10296,TG22B,234,0
1972-12-12T12:59:51.000Z,262.19995,TC22,15,0
1972-12-12T12:59:51.000Z,259.0,TC23,67,0
1972-12-12T13:00:48.000Z,259.13399,TG22B,234,0
1972-12-12T13:00:48.000Z,258.84599,TG22A,186,0
1972-12-12T13:07:05.000Z,258.19995,TC23,67,0
1972-12-12T13:07:05.000Z,261.5,TC22,15,0
1972-12-12T13:08:02.000Z,259.06498,TG22B,234,0
1972-12-12T13:08:02.000Z,258.77498,TG22A,186,0
1972-12-12T13:14:19.000Z,261.79999,TC22,15,0
1972-12-12T13:14:19.000Z,258.09998,TC23,67,0
1972-12-12T13:15:20.000Z,258.77398,TG22A,186,0
1972-12-12T13:15:20.000Z,259.06598,TG22B,234,0
1972-12-12T13:21:37.000Z,259.5,TC23,67,0
1972-12-12T13:21:37.000Z,261.79999,TC22,15,0
1972-12-12T13:22:35.000Z,258.99648,TG22B,234,0
1972-12-12T13:22:35.000Z,258.70348,TG22A,186,0
1972-12-12T13:28:51.000Z,258.69995,TC23,67,0
1972-12-12T13:28:51.000Z,262.59998,TC22,15,0
1972-12-12T13:29:49.000Z,258.70248,TG22A,186,0
1972-12-12T13:29:49.000Z,258.99748,TG22B,234,0
1972-12-12T13:36:06.000Z,259.09998,TC23,67,0
1972-12-12T13:36:06.000Z,262.0,TC22,15,0
1972-12-12T13:37:03.000Z,258.92847,TG22B,234,0
1972-12-12T13:37:03.000Z,258.63147,TG22A,186,0
1972-12-12T13:43:20.000Z,258.69995,TC23,67,0
1972-12-12T13:43:20.000Z,260.39996,TC22,15,0
1972-12-12T13:44:17.000Z,258.91896,TG22B,234,0
1972-12-12T13:44:17.000Z,258.62096,TG22A,186,0
1972-12-12T13:50:34.000Z,262.79999,TC22,15,0
1972-12-12T13:50:34.000Z,258.69995,TC23,67,0
1972-12-12T13:51:31.000Z,258.88949,TG22B,234,0
1972-12-12T13:51:31.000Z,258.59049,TG22A,186,0
1972-12-12T13:57:48.000Z,259.19995,TC23,67,0
1972-12-12T13:57:48.000Z,262.89996,TC22,15,0
1972-12-12T13:58:46.000Z,258.84995,TG22B,234,0
1972-12-12T13:58:46.000Z,258.54995,TG22A,186,0
1972-12-12T14:05:02.000Z,259.09998,TC23,67,0
1972-12-12T14:05:02.000Z,262.29999,TC22,15,0
1972-12-12T14:06:00.000Z,258.85045,TG22B,234,0
1972-12-12T14:06:00.000Z,258.54945,TG22A,186,0
1972-12-12T14:12:17.000Z,259.69995,TC23,67,0
1972-12-12T14:12:17.000Z,263.09998,TC22,15,0
1972-12-12T14:13:18.000Z,258.50897,TG22A,186,0
1972-12-12T14:13:18.000Z,258.81097,TG22B,234,0
1972-12-12T14:19:35.000Z,258.39996,TC23,67,0
1972-12-12T14:19:35.000Z,261.89996,TC22,15,0
1972-12-12T14:20:32.000Z,258.81147,TG22B,234,0
1972-12-12T14:20:32.000Z,258.50847,TG22A,186,0
1972-12-12T14:26:49.000Z,258.59998,TC23,67,0
1972-12-12T14:26:49.000Z,262.0,TC22,15,0
1972-12-12T14:27:46.000Z,258.81197,TG22B,234,0
1972-12-12T14:27:46.000Z,258.50797,TG22A,186,0
1972-12-12T14:34:03.000Z,261.59998,TC22,15,0
1972-12-12T14:34:03.000Z,258.39996,TC23,67,0
1972-12-12T14:35:01.000Z,258.70299,TG22B,234,0
1972-12-12T14:35:01.000Z,258.39699,TG22A,186,0
1972-12-12T14:41:17.000Z,258.69995,TC23,67,0
1972-12-12T14:41:17.000Z,262.69995,TC22,15,0
1972-12-12T14:42:15.000Z,258.43697,TG22A,186,0
1972-12-12T14:42:15.000Z,258.74297,TG22B,234,0
1972-12-12T14:48:32.000Z,261.79999,TC22,15,0
1972-12-12T14:48:32.000Z,259.09998,TC23,67,0
1972-12-12T14:49:29.000Z,258.70349,TG22B,234,0
1972-12-12T14:49:29.000Z,258.39649,TG22A,186,0
1972-12-12T14:55:46.000Z,258.39996,TC23,67,0
1972-12-12T14:55:46.000Z,262.09998,TC22,15,0
1972-12-12T14:56:43.000Z,258.67396,TG22B,234,0
